OBJECTID,neighborhood,ucrDescription,number,reportMonth,reportYear
15312,Prospect Park - East River Road,Robbery,0,5,2019
15313,Regina,Aggravated Assault,0,5,2019
15314,Regina,Arson,0,5,2019
15315,Regina,Auto Theft,2,5,2019
15316,Regina,Burglary,0,5,2019
15317,Regina,Homicide,0,5,2019
15318,Regina,Larceny,0,5,2019
15319,Regina,Rape,0,5,2019
15320,Regina,Robbery,0,5,2019
15321,Seward,Aggravated Assault,2,5,2019
15322,Seward,Arson,1,5,2019
15323,Seward,Auto Theft,3,5,2019
15324,Seward,Burglary,5,5,2019
15325,Seward,Homicide,0,5,2019
15326,Seward,Larceny,36,5,2019
15327,Seward,Rape,1,5,2019
15328,Seward,Robbery,3,5,2019
15329,Sheridan,Aggravated Assault,0,5,2019
15330,Sheridan,Arson,0,5,2019
15331,Sheridan,Auto Theft,0,5,2019
15332,Sheridan,Burglary,1,5,2019
15333,Sheridan,Homicide,0,5,2019
15334,Sheridan,Larceny,7,5,2019
15335,Sheridan,Rape,0,5,2019
15336,Sheridan,Robbery,0,5,2019
15337,Shingle Creek,Aggravated Assault,0,5,2019
15338,Shingle Creek,Arson,0,5,2019
15339,Shingle Creek,Auto Theft,1,5,2019
15340,Shingle Creek,Burglary,0,5,2019
15341,Shingle Creek,Homicide,0,5,2019
15342,Shingle Creek,Larceny,1,5,2019
15343,Shingle Creek,Rape,0,5,2019
15344,Shingle Creek,Robbery,0,5,2019
15345,St. Anthony East,Aggravated Assault,0,5,2019
15346,St. Anthony East,Arson,0,5,2019
15347,St. Anthony East,Auto Theft,0,5,2019
15348,St. Anthony East,Burglary,2,5,2019
15349,St. Anthony East,Homicide,0,5,2019
15350,St. Anthony East,Larceny,1,5,2019
15351,St. Anthony East,Rape,0,5,2019
15352,St. Anthony East,Robbery,0,5,2019
15353,St. Anthony West,Aggravated Assault,0,5,2019
15354,St. Anthony West,Arson,0,5,2019
15355,St. Anthony West,Auto Theft,1,5,2019
15356,St. Anthony West,Burglary,1,5,2019
15357,St. Anthony West,Homicide,0,5,2019
15358,St. Anthony West,Larceny,10,5,2019
15359,St. Anthony West,Rape,1,5,2019
15360,St. Anthony West,Robbery,0,5,2019
15361,Standish,Aggravated Assault,1,5,2019
15362,Standish,Arson,1,5,2019
15363,Standish,Auto Theft,1,5,2019
15364,Standish,Burglary,9,5,2019
15365,Standish,Homicide,0,5,2019
15366,Standish,Larceny,10,5,2019
15367,Standish,Rape,1,5,2019
15368,Standish,Robbery,0,5,2019
15369,Steven's Square - Loring Heights,Aggravated Assault,1,5,2019
15370,Steven's Square - Loring Heights,Arson,0,5,2019
15371,Steven's Square - Loring Heights,Auto Theft,2,5,2019
15372,Steven's Square - Loring Heights,Burglary,5,5,2019
15373,Steven's Square - Loring Heights,Homicide,0,5,2019
15374,Steven's Square - Loring Heights,Larceny,11,5,2019
15375,Steven's Square - Loring Heights,Rape,0,5,2019
15376,Steven's Square - Loring Heights,Robbery,1,5,2019
15377,Sumner - Glenwood,Aggravated Assault,1,5,2019
15378,Sumner - Glenwood,Arson,0,5,2019
15379,Sumner - Glenwood,Auto Theft,0,5,2019
15380,Sumner - Glenwood,Burglary,1,5,2019
15381,Sumner - Glenwood,Homicide,0,5,2019
15382,Sumner - Glenwood,Larceny,1,5,2019
15383,Sumner - Glenwood,Rape,1,5,2019
15384,Sumner - Glenwood,Robbery,1,5,2019
15385,Tangletown,Aggravated Assault,0,5,2019
15386,Tangletown,Arson,0,5,2019
15387,Tangletown,Auto Theft,3,5,2019
15388,Tangletown,Burglary,5,5,2019
15389,Tangletown,Homicide,0,5,2019
15390,Tangletown,Larceny,4,5,2019
15391,Tangletown,Rape,0,5,2019
15392,Tangletown,Robbery,0,5,2019
15393,University of Minnesota,Aggravated Assault,0,5,2019
15394,University of Minnesota,Arson,0,5,2019
15395,University of Minnesota,Auto Theft,4,5,2019
15396,University of Minnesota,Burglary,0,5,2019
15397,University of Minnesota,Homicide,0,5,2019
15398,University of Minnesota,Larceny,10,5,2019
15399,University of Minnesota,Rape,1,5,2019
15400,University of Minnesota,Robbery,0,5,2019
15401,Ventura Village,Aggravated Assault,6,5,2019
15402,Ventura Village,Arson,0,5,2019
15403,Ventura Village,Auto Theft,11,5,2019
15404,Ventura Village,Burglary,6,5,2019
15405,Ventura Village,Homicide,0,5,2019
15406,Ventura Village,Larceny,16,5,2019
15407,Ventura Village,Rape,2,5,2019
15408,Ventura Village,Robbery,6,5,2019
15409,Victory,Aggravated Assault,1,5,2019
15410,Victory,Arson,1,5,2019
15411,Victory,Auto Theft,2,5,2019
15412,Victory,Burglary,0,5,2019
15413,Victory,Homicide,0,5,2019
15414,Victory,Larceny,4,5,2019
15415,Victory,Rape,0,5,2019
15416,Victory,Robbery,1,5,2019
15417,Waite Park,Aggravated Assault,0,5,2019
15418,Waite Park,Arson,0,5,2019
15419,Waite Park,Auto Theft,2,5,2019
15420,Waite Park,Burglary,5,5,2019
15421,Waite Park,Homicide,0,5,2019
15422,Waite Park,Larceny,6,5,2019
15423,Waite Park,Rape,0,5,2019
15424,Waite Park,Robbery,0,5,2019
15425,Webber - Camden,Aggravated Assault,6,5,2019
15426,Webber - Camden,Arson,1,5,2019
15427,Webber - Camden,Auto Theft,3,5,2019
15428,Webber - Camden,Burglary,4,5,2019
15429,Webber - Camden,Homicide,0,5,2019
15430,Webber - Camden,Larceny,9,5,2019
15431,Webber - Camden,Rape,3,5,2019
15432,Webber - Camden,Robbery,1,5,2019
15433,Wenonah,Aggravated Assault,3,5,2019
15434,Wenonah,Arson,0,5,2019
15435,Wenonah,Auto Theft,0,5,2019
15436,Wenonah,Burglary,5,5,2019
15437,Wenonah,Homicide,0,5,2019
15438,Wenonah,Larceny,1,5,2019
15439,Wenonah,Rape,1,5,2019
15440,Wenonah,Robbery,0,5,2019
15441,West Calhoun,Aggravated Assault,0,5,2019
15442,West Calhoun,Arson,0,5,2019
15443,West Calhoun,Auto Theft,0,5,2019
15444,West Calhoun,Burglary,0,5,2019
15445,West Calhoun,Homicide,0,5,2019
15446,West Calhoun,Larceny,8,5,2019
15447,West Calhoun,Rape,0,5,2019
15448,West Calhoun,Robbery,0,5,2019
15449,Whittier,Aggravated Assault,10,5,2019
15450,Whittier,Arson,0,5,2019
15451,Whittier,Auto Theft,15,5,2019
15452,Whittier,Burglary,8,5,2019
15453,Whittier,Homicide,1,5,2019
15454,Whittier,Larceny,70,5,2019
15455,Whittier,Rape,7,5,2019
15456,Whittier,Robbery,3,5,2019
15457,Willard - Hay,Aggravated Assault,9,5,2019
15458,Willard - Hay,Arson,0,5,2019
15459,Willard - Hay,Auto Theft,9,5,2019
15460,Willard - Hay,Burglary,1,5,2019
15461,Willard - Hay,Homicide,0,5,2019
15462,Willard - Hay,Larceny,17,5,2019
15463,Willard - Hay,Rape,1,5,2019
15464,Willard - Hay,Robbery,2,5,2019
15465,Windom,Aggravated Assault,0,5,2019
15466,Windom,Arson,0,5,2019
15467,Windom,Auto Theft,2,5,2019
15468,Windom,Burglary,0,5,2019
15469,Windom,Homicide,0,5,2019
15470,Windom,Larceny,8,5,2019
15471,Windom,Rape,0,5,2019
15472,Windom,Robbery,2,5,2019
15473,Windom Park,Aggravated Assault,1,5,2019
15474,Windom Park,Arson,0,5,2019
15475,Windom Park,Auto Theft,2,5,2019
15476,Windom Park,Burglary,2,5,2019
15477,Windom Park,Homicide,0,5,2019
15478,Windom Park,Larceny,3,5,2019
15479,Windom Park,Rape,0,5,2019
15480,Windom Park,Robbery,3,5,2019
15481,Z_** NOT ASSIGNED **,Aggravated Assault,0,5,2019
15482,Z_** NOT ASSIGNED **,Arson,0,5,2019
15483,Z_** NOT ASSIGNED **,Auto Theft,0,5,2019
15484,Z_** NOT ASSIGNED **,Burglary,0,5,2019
15485,Z_** NOT ASSIGNED **,Homicide,0,5,2019
15486,Z_** NOT ASSIGNED **,Larceny,2,5,2019
15487,Z_** NOT ASSIGNED **,Rape,0,5,2019
15488,Z_** NOT ASSIGNED **,Robbery,0,5,2019
15489,Armatage,Aggravated Assault,0,6,2019
15490,Armatage,Arson,0,6,2019
15491,Armatage,Auto Theft,0,6,2019
15492,Armatage,Burglary,2,6,2019
15493,Armatage,Homicide,0,6,2019
15494,Armatage,Larceny,8,6,2019
15495,Armatage,Rape,0,6,2019
15496,Armatage,Robbery,1,6,2019
15497,Audubon Park,Aggravated Assault,0,6,2019
15498,Audubon Park,Arson,0,6,2019
15499,Audubon Park,Auto Theft,1,6,2019
15500,Audubon Park,Burglary,1,6,2019
15501,Audubon Park,Homicide,0,6,2019
15502,Audubon Park,Larceny,10,6,2019
15503,Audubon Park,Rape,0,6,2019
15504,Audubon Park,Robbery,1,6,2019
15505,Bancroft,Aggravated Assault,0,6,2019
15506,Bancroft,Arson,0,6,2019
15507,Bancroft,Auto Theft,2,6,2019
15508,Bancroft,Burglary,4,6,2019
15509,Bancroft,Homicide,0,6,2019
15510,Bancroft,Larceny,3,6,2019
15511,Bancroft,Rape,0,6,2019
15512,Bancroft,Robbery,0,6,2019
15513,Beltrami,Aggravated Assault,0,6,2019
15514,Beltrami,Arson,0,6,2019
15515,Beltrami,Auto Theft,1,6,2019
15516,Beltrami,Burglary,1,6,2019
15517,Beltrami,Homicide,0,6,2019
15518,Beltrami,Larceny,2,6,2019
15519,Beltrami,Rape,0,6,2019
15520,Beltrami,Robbery,0,6,2019
15521,Bottineau,Aggravated Assault,1,6,2019
15522,Bottineau,Arson,0,6,2019
15523,Bottineau,Auto Theft,0,6,2019
15524,Bottineau,Burglary,1,6,2019
15525,Bottineau,Homicide,0,6,2019
15526,Bottineau,Larceny,4,6,2019
15527,Bottineau,Rape,0,6,2019
15528,Bottineau,Robbery,0,6,2019
15529,Bryant,Aggravated Assault,0,6,2019
15530,Bryant,Arson,0,6,2019
15531,Bryant,Auto Theft,0,6,2019
15532,Bryant,Burglary,5,6,2019
15533,Bryant,Homicide,0,6,2019
15534,Bryant,Larceny,0,6,2019
15535,Bryant,Rape,2,6,2019
15536,Bryant,Robbery,0,6,2019
15537,Bryn - Mawr,Aggravated Assault,1,6,2019
15538,Bryn - Mawr,Arson,0,6,2019
15539,Bryn - Mawr,Auto Theft,1,6,2019
15540,Bryn - Mawr,Burglary,5,6,2019
15541,Bryn - Mawr,Homicide,0,6,2019
15542,Bryn - Mawr,Larceny,2,6,2019
15543,Bryn - Mawr,Rape,0,6,2019
15544,Bryn - Mawr,Robbery,1,6,2019
15545,CARAG,Aggravated Assault,1,6,2019
15546,CARAG,Arson,0,6,2019
15547,CARAG,Auto Theft,4,6,2019
15548,CARAG,Burglary,9,6,2019
15549,CARAG,Homicide,0,6,2019
15550,CARAG,Larceny,25,6,2019
15551,CARAG,Rape,0,6,2019
15552,CARAG,Robbery,1,6,2019
15553,Camden Industrial,Aggravated Assault,0,6,2019
15554,Camden Industrial,Arson,0,6,2019
15555,Camden Industrial,Auto Theft,1,6,2019
15556,Camden Industrial,Burglary,1,6,2019
15557,Camden Industrial,Homicide,0,6,2019
15558,Camden Industrial,Larceny,0,6,2019
15559,Camden Industrial,Rape,0,6,2019
15560,Camden Industrial,Robbery,0,6,2019
15561,Cedar - Isles - Dean,Aggravated Assault,0,6,2019
15562,Cedar - Isles - Dean,Arson,0,6,2019
15563,Cedar - Isles - Dean,Auto Theft,0,6,2019
15564,Cedar - Isles - Dean,Burglary,2,6,2019
15565,Cedar - Isles - Dean,Homicide,0,6,2019
15566,Cedar - Isles - Dean,Larceny,10,6,2019
15567,Cedar - Isles - Dean,Rape,0,6,2019
15568,Cedar - Isles - Dean,Robbery,0,6,2019
15569,Cedar Riverside,Aggravated Assault,4,6,2019
15570,Cedar Riverside,Arson,1,6,2019
15571,Cedar Riverside,Auto Theft,8,6,2019
15572,Cedar Riverside,Burglary,1,6,2019
15573,Cedar Riverside,Homicide,0,6,2019
15574,Cedar Riverside,Larceny,23,6,2019
15575,Cedar Riverside,Rape,1,6,2019
15576,Cedar Riverside,Robbery,7,6,2019
15577,Central,Aggravated Assault,6,6,2019
15578,Central,Arson,0,6,2019
15579,Central,Auto Theft,2,6,2019
15580,Central,Burglary,6,6,2019
15581,Central,Homicide,1,6,2019
15582,Central,Larceny,8,6,2019
15583,Central,Rape,2,6,2019
15584,Central,Robbery,5,6,2019
15585,Cleveland,Aggravated Assault,2,6,2019
15586,Cleveland,Arson,0,6,2019
15587,Cleveland,Auto Theft,0,6,2019
15588,Cleveland,Burglary,2,6,2019
15589,Cleveland,Homicide,0,6,2019
15590,Cleveland,Larceny,2,6,2019
15591,Cleveland,Rape,0,6,2019
15592,Cleveland,Robbery,1,6,2019
15593,Columbia Park,Aggravated Assault,2,6,2019
15594,Columbia Park,Arson,0,6,2019
15595,Columbia Park,Auto Theft,0,6,2019
15596,Columbia Park,Burglary,3,6,2019
15597,Columbia Park,Homicide,0,6,2019
15598,Columbia Park,Larceny,1,6,2019
15599,Columbia Park,Rape,0,6,2019
15600,Columbia Park,Robbery,1,6,2019
15601,Como,Aggravated Assault,0,6,2019
15602,Como,Arson,0,6,2019
15603,Como,Auto Theft,4,6,2019
15604,Como,Burglary,6,6,2019
15605,Como,Homicide,0,6,2019
15606,Como,Larceny,12,6,2019
15607,Como,Rape,1,6,2019
15608,Como,Robbery,0,6,2019
15609,Cooper,Aggravated Assault,1,6,2019
15610,Cooper,Arson,0,6,2019
15611,Cooper,Auto Theft,1,6,2019
15612,Cooper,Burglary,2,6,2019
15613,Cooper,Homicide,0,6,2019
15614,Cooper,Larceny,6,6,2019
15615,Cooper,Rape,1,6,2019
15616,Cooper,Robbery,0,6,2019
15617,Corcoran,Aggravated Assault,2,6,2019
15618,Corcoran,Arson,0,6,2019
15619,Corcoran,Auto Theft,3,6,2019
15620,Corcoran,Burglary,4,6,2019
15621,Corcoran,Homicide,0,6,2019
15622,Corcoran,Larceny,10,6,2019
15623,Corcoran,Rape,0,6,2019
15624,Corcoran,Robbery,0,6,2019
15625,Diamond Lake,Aggravated Assault,1,6,2019
15626,Diamond Lake,Arson,0,6,2019
15627,Diamond Lake,Auto Theft,3,6,2019
15628,Diamond Lake,Burglary,11,6,2019
15629,Diamond Lake,Homicide,0,6,2019
15630,Diamond Lake,Larceny,8,6,2019
15631,Diamond Lake,Rape,1,6,2019
15632,Diamond Lake,Robbery,0,6,2019
15633,Downtown East,Aggravated Assault,2,6,2019
15634,Downtown East,Arson,0,6,2019
15635,Downtown East,Auto Theft,1,6,2019
15636,Downtown East,Burglary,2,6,2019
15637,Downtown East,Homicide,0,6,2019
15638,Downtown East,Larceny,13,6,2019
15639,Downtown East,Rape,1,6,2019
15640,Downtown East,Robbery,0,6,2019
15641,Downtown West,Aggravated Assault,16,6,2019
15642,Downtown West,Arson,2,6,2019
15643,Downtown West,Auto Theft,20,6,2019
15644,Downtown West,Burglary,10,6,2019
15645,Downtown West,Homicide,1,6,2019
15646,Downtown West,Larceny,213,6,2019
15647,Downtown West,Rape,3,6,2019
15648,Downtown West,Robbery,19,6,2019
15649,ECCO,Aggravated Assault,0,6,2019
15650,ECCO,Arson,0,6,2019
15651,ECCO,Auto Theft,0,6,2019
15652,ECCO,Burglary,5,6,2019
15653,ECCO,Homicide,0,6,2019
15654,ECCO,Larceny,11,6,2019
15655,ECCO,Rape,0,6,2019
15656,ECCO,Robbery,0,6,2019
15657,East Harriet,Aggravated Assault,0,6,2019
15658,East Harriet,Arson,0,6,2019
15659,East Harriet,Auto Theft,0,6,2019
15660,East Harriet,Burglary,2,6,2019
15661,East Harriet,Homicide,0,6,2019
15662,East Harriet,Larceny,10,6,2019
15663,East Harriet,Rape,0,6,2019
15664,East Harriet,Robbery,3,6,2019
15665,East Isles,Aggravated Assault,0,6,2019
15666,East Isles,Arson,0,6,2019
15667,East Isles,Auto Theft,2,6,2019
15668,East Isles,Burglary,4,6,2019
15669,East Isles,Homicide,0,6,2019
15670,East Isles,Larceny,23,6,2019
15671,East Isles,Rape,0,6,2019
15672,East Isles,Robbery,0,6,2019
15673,East Phillips,Aggravated Assault,4,6,2019
15674,East Phillips,Arson,0,6,2019
15675,East Phillips,Auto Theft,6,6,2019
15676,East Phillips,Burglary,7,6,2019
15677,East Phillips,Homicide,0,6,2019
15678,East Phillips,Larceny,20,6,2019
15679,East Phillips,Rape,1,6,2019
15680,East Phillips,Robbery,4,6,2019
15681,Elliot Park,Aggravated Assault,5,6,2019
15682,Elliot Park,Arson,0,6,2019
15683,Elliot Park,Auto Theft,8,6,2019
15684,Elliot Park,Burglary,2,6,2019
15685,Elliot Park,Homicide,0,6,2019
15686,Elliot Park,Larceny,34,6,2019
15687,Elliot Park,Rape,0,6,2019
15688,Elliot Park,Robbery,3,6,2019
15689,Ericsson,Aggravated Assault,1,6,2019
15690,Ericsson,Arson,0,6,2019
15691,Ericsson,Auto Theft,5,6,2019
15692,Ericsson,Burglary,4,6,2019
15693,Ericsson,Homicide,0,6,2019
15694,Ericsson,Larceny,7,6,2019
15695,Ericsson,Rape,0,6,2019
15696,Ericsson,Robbery,0,6,2019
15697,Field,Aggravated Assault,0,6,2019
15698,Field,Arson,0,6,2019
15699,Field,Auto Theft,2,6,2019
15700,Field,Burglary,5,6,2019
15701,Field,Homicide,0,6,2019
15702,Field,Larceny,2,6,2019
15703,Field,Rape,0,6,2019
15704,Field,Robbery,0,6,2019
15705,Folwell,Aggravated Assault,8,6,2019
15706,Folwell,Arson,1,6,2019
15707,Folwell,Auto Theft,8,6,2019
15708,Folwell,Burglary,4,6,2019
15709,Folwell,Homicide,0,6,2019
15710,Folwell,Larceny,6,6,2019
15711,Folwell,Rape,0,6,2019
15712,Folwell,Robbery,2,6,2019
15713,Fulton,Aggravated Assault,0,6,2019
15714,Fulton,Arson,0,6,2019
15715,Fulton,Auto Theft,0,6,2019
15716,Fulton,Burglary,10,6,2019
15717,Fulton,Homicide,0,6,2019
15718,Fulton,Larceny,6,6,2019
15719,Fulton,Rape,1,6,2019
15720,Fulton,Robbery,0,6,2019
15721,Hale,Aggravated Assault,0,6,2019
15722,Hale,Arson,0,6,2019
15723,Hale,Auto Theft,0,6,2019
15724,Hale,Burglary,7,6,2019
15725,Hale,Homicide,0,6,2019
15726,Hale,Larceny,3,6,2019
15727,Hale,Rape,0,6,2019
15728,Hale,Robbery,1,6,2019
15729,Harrison,Aggravated Assault,1,6,2019
15730,Harrison,Arson,0,6,2019
15731,Harrison,Auto Theft,2,6,2019
15732,Harrison,Burglary,7,6,2019
15733,Harrison,Homicide,0,6,2019
15734,Harrison,Larceny,10,6,2019
15735,Harrison,Rape,0,6,2019
15736,Harrison,Robbery,1,6,2019
15737,Hawthorne,Aggravated Assault,11,6,2019
15738,Hawthorne,Arson,0,6,2019
15739,Hawthorne,Auto Theft,5,6,2019
15740,Hawthorne,Burglary,1,6,2019
15741,Hawthorne,Homicide,0,6,2019
15742,Hawthorne,Larceny,17,6,2019
15743,Hawthorne,Rape,1,6,2019
15744,Hawthorne,Robbery,7,6,2019
15745,Hiawatha,Aggravated Assault,2,6,2019
15746,Hiawatha,Arson,0,6,2019
15747,Hiawatha,Auto Theft,4,6,2019
15748,Hiawatha,Burglary,3,6,2019
15749,Hiawatha,Homicide,0,6,2019
15750,Hiawatha,Larceny,14,6,2019
15751,Hiawatha,Rape,0,6,2019
15752,Hiawatha,Robbery,0,6,2019
15753,Holland,Aggravated Assault,2,6,2019
15754,Holland,Arson,0,6,2019
15755,Holland,Auto Theft,3,6,2019
15756,Holland,Burglary,1,6,2019
15757,Holland,Homicide,0,6,2019
15758,Holland,Larceny,5,6,2019
15759,Holland,Rape,1,6,2019
15760,Holland,Robbery,1,6,2019
15761,Howe,Aggravated Assault,1,6,2019
15762,Howe,Arson,0,6,2019
15763,Howe,Auto Theft,1,6,2019
15764,Howe,Burglary,4,6,2019
15765,Howe,Homicide,0,6,2019
15766,Howe,Larceny,14,6,2019
15767,Howe,Rape,0,6,2019
15768,Howe,Robbery,0,6,2019
15769,Humboldt Industrial Area,Aggravated Assault,0,6,2019
15770,Humboldt Industrial Area,Arson,0,6,2019
15771,Humboldt Industrial Area,Auto Theft,0,6,2019
15772,Humboldt Industrial Area,Burglary,0,6,2019
15773,Humboldt Industrial Area,Homicide,0,6,2019
15774,Humboldt Industrial Area,Larceny,2,6,2019
15775,Humboldt Industrial Area,Rape,0,6,2019
15776,Humboldt Industrial Area,Robbery,0,6,2019
15777,Jordan,Aggravated Assault,7,6,2019
15778,Jordan,Arson,1,6,2019
15779,Jordan,Auto Theft,5,6,2019
15780,Jordan,Burglary,11,6,2019
15781,Jordan,Homicide,0,6,2019
15782,Jordan,Larceny,22,6,2019
15783,Jordan,Rape,2,6,2019
15784,Jordan,Robbery,7,6,2019
15785,Keewaydin,Aggravated Assault,0,6,2019
15786,Keewaydin,Arson,0,6,2019
15787,Keewaydin,Auto Theft,2,6,2019
15788,Keewaydin,Burglary,5,6,2019
15789,Keewaydin,Homicide,0,6,2019
15790,Keewaydin,Larceny,7,6,2019
15791,Keewaydin,Rape,0,6,2019
15792,Keewaydin,Robbery,1,6,2019
15793,Kenny,Aggravated Assault,0,6,2019
15794,Kenny,Arson,0,6,2019
15795,Kenny,Auto Theft,0,6,2019
15796,Kenny,Burglary,2,6,2019
15797,Kenny,Homicide,0,6,2019
15798,Kenny,Larceny,3,6,2019
15799,Kenny,Rape,0,6,2019
15800,Kenny,Robbery,0,6,2019
15801,Kenwood,Aggravated Assault,1,6,2019
15802,Kenwood,Arson,0,6,2019
15803,Kenwood,Auto Theft,0,6,2019
15804,Kenwood,Burglary,1,6,2019
15805,Kenwood,Homicide,0,6,2019
15806,Kenwood,Larceny,4,6,2019
15807,Kenwood,Rape,0,6,2019
15808,Kenwood,Robbery,0,6,2019
15809,King Field,Aggravated Assault,0,6,2019
15810,King Field,Arson,0,6,2019
15811,King Field,Auto Theft,3,6,2019
15812,King Field,Burglary,9,6,2019
15813,King Field,Homicide,0,6,2019
15814,King Field,Larceny,12,6,2019
15815,King Field,Rape,0,6,2019
15816,King Field,Robbery,3,6,2019
15817,Lind - Bohanon,Aggravated Assault,6,6,2019
15818,Lind - Bohanon,Arson,2,6,2019
15819,Lind - Bohanon,Auto Theft,2,6,2019
15820,Lind - Bohanon,Burglary,5,6,2019
15821,Lind - Bohanon,Homicide,0,6,2019
15822,Lind - Bohanon,Larceny,7,6,2019
15823,Lind - Bohanon,Rape,0,6,2019
15824,Lind - Bohanon,Robbery,1,6,2019
15825,Linden Hills,Aggravated Assault,0,6,2019
15826,Linden Hills,Arson,0,6,2019
15827,Linden Hills,Auto Theft,0,6,2019
15828,Linden Hills,Burglary,2,6,2019
15829,Linden Hills,Homicide,0,6,2019
15830,Linden Hills,Larceny,11,6,2019
15831,Linden Hills,Rape,0,6,2019
15832,Linden Hills,Robbery,0,6,2019
15833,Logan Park,Aggravated Assault,0,6,2019
15834,Logan Park,Arson,0,6,2019
15835,Logan Park,Auto Theft,1,6,2019
15836,Logan Park,Burglary,0,6,2019
15837,Logan Park,Homicide,0,6,2019
15838,Logan Park,Larceny,4,6,2019
15839,Logan Park,Rape,0,6,2019
15840,Logan Park,Robbery,1,6,2019
15841,Longfellow,Aggravated Assault,3,6,2019
15842,Longfellow,Arson,0,6,2019
15843,Longfellow,Auto Theft,4,6,2019
15844,Longfellow,Burglary,3,6,2019
15845,Longfellow,Homicide,0,6,2019
15846,Longfellow,Larceny,43,6,2019
15847,Longfellow,Rape,0,6,2019
15848,Longfellow,Robbery,4,6,2019
15849,Loring Park,Aggravated Assault,3,6,2019
15850,Loring Park,Arson,0,6,2019
15851,Loring Park,Auto Theft,3,6,2019
15852,Loring Park,Burglary,4,6,2019
15853,Loring Park,Homicide,0,6,2019
15854,Loring Park,Larceny,34,6,2019
15855,Loring Park,Rape,2,6,2019
15856,Loring Park,Robbery,3,6,2019
15857,Lowry Hill,Aggravated Assault,0,6,2019
15858,Lowry Hill,Arson,0,6,2019
15859,Lowry Hill,Auto Theft,0,6,2019
15860,Lowry Hill,Burglary,3,6,2019
15861,Lowry Hill,Homicide,0,6,2019
15862,Lowry Hill,Larceny,14,6,2019
15863,Lowry Hill,Rape,1,6,2019
15864,Lowry Hill,Robbery,0,6,2019
15865,Lowry Hill East,Aggravated Assault,3,6,2019
15866,Lowry Hill East,Arson,0,6,2019
15867,Lowry Hill East,Auto Theft,7,6,2019
15868,Lowry Hill East,Burglary,2,6,2019
15869,Lowry Hill East,Homicide,0,6,2019
15870,Lowry Hill East,Larceny,55,6,2019
15871,Lowry Hill East,Rape,1,6,2019
15872,Lowry Hill East,Robbery,3,6,2019
15873,Lyndale,Aggravated Assault,2,6,2019
15874,Lyndale,Arson,0,6,2019
15875,Lyndale,Auto Theft,6,6,2019
15876,Lyndale,Burglary,6,6,2019
15877,Lyndale,Homicide,0,6,2019
15878,Lyndale,Larceny,27,6,2019
15879,Lyndale,Rape,0,6,2019
15880,Lyndale,Robbery,3,6,2019
15881,Lynnhurst,Aggravated Assault,1,6,2019
15882,Lynnhurst,Arson,0,6,2019
15883,Lynnhurst,Auto Theft,1,6,2019
15884,Lynnhurst,Burglary,1,6,2019
15885,Lynnhurst,Homicide,0,6,2019
15886,Lynnhurst,Larceny,3,6,2019
15887,Lynnhurst,Rape,0,6,2019
15888,Lynnhurst,Robbery,0,6,2019
15889,Marcy Holmes,Aggravated Assault,6,6,2019
15890,Marcy Holmes,Arson,1,6,2019
15891,Marcy Holmes,Auto Theft,8,6,2019
15892,Marcy Holmes,Burglary,10,6,2019
15893,Marcy Holmes,Homicide,0,6,2019
15894,Marcy Holmes,Larceny,28,6,2019
15895,Marcy Holmes,Rape,0,6,2019
15896,Marcy Holmes,Robbery,3,6,2019
15897,Marshall Terrace,Aggravated Assault,0,6,2019
15898,Marshall Terrace,Arson,0,6,2019
15899,Marshall Terrace,Auto Theft,0,6,2019
15900,Marshall Terrace,Burglary,0,6,2019
15901,Marshall Terrace,Homicide,0,6,2019
15902,Marshall Terrace,Larceny,3,6,2019
15903,Marshall Terrace,Rape,0,6,2019
15904,Marshall Terrace,Robbery,0,6,2019
15905,McKinley,Aggravated Assault,4,6,2019
15906,McKinley,Arson,0,6,2019
15907,McKinley,Auto Theft,4,6,2019
15908,McKinley,Burglary,3,6,2019
15909,McKinley,Homicide,0,6,2019
15910,McKinley,Larceny,6,6,2019
15911,McKinley,Rape,1,6,2019
15912,McKinley,Robbery,4,6,2019
15913,Mid - City Industrial,Aggravated Assault,0,6,2019
15914,Mid - City Industrial,Arson,0,6,2019
15915,Mid - City Industrial,Auto Theft,1,6,2019
15916,Mid - City Industrial,Burglary,0,6,2019
15917,Mid - City Industrial,Homicide,0,6,2019
15918,Mid - City Industrial,Larceny,4,6,2019
15919,Mid - City Industrial,Rape,1,6,2019
15920,Mid - City Industrial,Robbery,0,6,2019
15921,Midtown Phillips,Aggravated Assault,4,6,2019
15922,Midtown Phillips,Arson,0,6,2019
15923,Midtown Phillips,Auto Theft,5,6,2019
15924,Midtown Phillips,Burglary,5,6,2019
15925,Midtown Phillips,Homicide,0,6,2019
15926,Midtown Phillips,Larceny,36,6,2019
15927,Midtown Phillips,Rape,1,6,2019
15928,Midtown Phillips,Robbery,3,6,2019
15929,Minnehaha,Aggravated Assault,0,6,2019
15930,Minnehaha,Arson,0,6,2019
15931,Minnehaha,Auto Theft,3,6,2019
15932,Minnehaha,Burglary,0,6,2019
15933,Minnehaha,Homicide,0,6,2019
15934,Minnehaha,Larceny,9,6,2019
15935,Minnehaha,Rape,0,6,2019
15936,Minnehaha,Robbery,0,6,2019
15937,Morris Park,Aggravated Assault,0,6,2019
15938,Morris Park,Arson,0,6,2019
15939,Morris Park,Auto Theft,1,6,2019
15940,Morris Park,Burglary,7,6,2019
